CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,CLASIFICACION_ESTABLECIMIENTO,DIRECCION,TELEFONO_1,TELEFONO_2,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL,STATUS_num,MODALIDAD_num,JORNADA_num,PLAN_num,DEPARTAMENTAL_num
16-01-1174-46,16-031,ALTA VERAPAZ,COBAN,instituto privado raul chenal heinemann,instituto,5a. calle 1-06 zona 3,79510413,sin telefono,Mercedes Josefina Torres Galvez,SILVIA BEATRIZ SOTO CHÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-01-1175-46,16-031,ALTA VERAPAZ,COBAN,instituto privado raul chenal heinemann,instituto,5ta. calle 1-06 zona 3,79520414,sin telefono,Mercedes Josefina Torres Galvez,SILVIA BEATRIZ SOTO CHÉN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-01-1176-46,16-031,ALTA VERAPAZ,COBAN,instituto mixto privado santo domingo,instituto,2a. calle 11-10 zona 2,79529830,sin telefono,Mercedes Josefina Torres Galvez,AMÉRICA  NUILA LUTHER,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,ALTA VERAPAZ,1,1,4,2,0
16-01-1177-46,16-006,ALTA VERAPAZ,COBAN,instituto privado mixto santo domingo,instituto,2a. calle 11-10 zona 2,77231494,sin telefono,Efrain Caal Cuc,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,1,1,1,2,0
16-01-1259-46,16-006,ALTA VERAPAZ,COBAN,instituto de turismo y aviacion del norte itan,instituto,3a. avenida 5-28 zona 4,58633599,sin telefono,Efrain Caal Cuc,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,1,1,0
16-01-1312-46,16-031,ALTA VERAPAZ,COBAN,colegio privado mixto tecnologico en informatica,colegio,2a. calle 12-23 zona 4,79511459,sin telefono,Mercedes Josefina Torres Galvez,DANIEL BERNARDO RAMIREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,ALTA VERAPAZ,1,1,4,2,0
16-01-1313-46,16-006,ALTA VERAPAZ,COBAN,colegio privado mixto tecnologico en informatica,colegio,2a. calle 12-23 zona 4,79511459,sin telefono,Efrain Caal Cuc,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,2,1,0
16-01-1390-46,16-031,ALTA VERAPAZ,COBAN,liceo miguel angel asturias,liceo,7a. calle 1-13 zona 3,79511103,sin telefono,Mercedes Josefina Torres Galvez,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,1,1,1,2,0
16-01-1393-46,16-031,ALTA VERAPAZ,COBAN,liceo preuniversitario del norte,liceo,2a. calle 6-41 zona 4,79417346,sin telefono,Mercedes Josefina Torres Galvez,ALFREDO RODRIGO PAAU VÁSQUEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,FIN DE SEMANA,ALTA VERAPAZ,1,1,4,2,0
16-01-1394-46,16-031,ALTA VERAPAZ,COBAN,instituto privado mixto monja blanca,instituto,"diagonal 3, 14-11 zona 2",79513896,sin telefono,Mercedes Josefina Torres Galvez,EDWIN ARMANDO CATÚN CAAL,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-01-1401-46,16-006,ALTA VERAPAZ,COBAN,cooperacion mesoamericana para el desarrollo y la paz comadep,otro,coban,52182313,sin telefono,Efrain Caal Cuc,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,A DISTANCIA,ALTA VERAPAZ,1,1,0,0,0
16-01-1468-46,16-031,ALTA VERAPAZ,COBAN,colegio nuestra senora de la esperanza,colegio,colonia el esfuerzo i zona 12,79510207,sin telefono,Mercedes Josefina Torres Galvez,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,1,1,0
16-01-1469-46,16-031,ALTA VERAPAZ,COBAN,colegio privado mixto tecnologico en informatica,colegio,2a. calle 12-23 zona 4,79511459,sin telefono,Mercedes Josefina Torres Galvez,DANIEL BERNARDO RAMIREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-01-1491-46,16-031,ALTA VERAPAZ,COBAN,colegio la libertad,colegio,barrio la libertad zona 10,79511439,sin telefono,Mercedes Josefina Torres Galvez,CHARLIM HAMILTÓN CAAL HERNÁNDEZ,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,1,1,0
16-01-2156-46,16-031,ALTA VERAPAZ,COBAN,colegio particular mixto imperial,colegio,5a. calle 1-98 zona 3,57101061,sin telefono,Mercedes Josefina Torres Galvez,HÉCTOR WALDEMAR TOT COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-01-2171-46,16-031,ALTA VERAPAZ,COBAN,instituto mixto nuevos horizontes,instituto,"6a. avenida 1-15, zona 4",sin telefono,sin telefono,Mercedes Josefina Torres Galvez,FREDY EMILIO VÁSQUEZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,1,1,1,2,0
16-01-2302-46,16-031,ALTA VERAPAZ,COBAN,instituto privado mixto monja blanca,instituto,"diagonal 3, 14-11 zona 2",79513896,sin telefono,Mercedes Josefina Torres Galvez,EDWIN ARMANDO CATÚN CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,1,1,1,2,0
16-01-2947-46,,ALTA VERAPAZ,COBAN,instituto privado basico y bachillerato por madurez carlos v,instituto,5a. calle 1-98 zona 3,sin telefono,sin telefono,sin supervisor,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,4,1,0
16-01-3041-46,16-005,ALTA VERAPAZ,COBAN,instituto de bachillerato ads. al instituto normal mixto del norte emilio rosales ponce,instituto,3avenida 6-23 zona 11,79521468,sin telefono,Rudy Adolfo Tot Och,VICTOR HUGO DOMÍNGUEZ REYES,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-01-6190-46,16-031,ALTA VERAPAZ,COBAN,liceo miguel angel asturias,liceo,7a. calle 1-13 zona 3,79511103,sin telefono,Mercedes Josefina Torres Galvez,JAYRON ARIEL COY CACAO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-01-6191-46,16-031,ALTA VERAPAZ,COBAN,colegio privado mixto tecnologico en informatica,colegio,2a. calle 12-23 zona 4,79511459,sin telefono,Mercedes Josefina Torres Galvez,JORGE SALVADOR JUÁREZ SIERRA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,1,1,0
16-01-7308-46,16-031,ALTA VERAPAZ,COBAN,colegio particular mixto imperial,colegio,"5a. calle 1-98, zona 3.",79514226,sin telefono,Mercedes Josefina Torres Galvez,---,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,2,1,0
16-01-8294-46,16-031,ALTA VERAPAZ,COBAN,liceo preuniversitario del norte,liceo,3a. avenida 8-32 barrio la libertad zona 10,79417346,sin telefono,Mercedes Josefina Torres Galvez,OSCAR ALFREDO MOLINA CÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,0,1,0,1,0
16-01-8317-46,16-031,ALTA VERAPAZ,COBAN,liceo de computacion y educacion para el hogar m.b.m.,liceo,3av. 1-23 zona 4,79513444,sin telefono,Mercedes Josefina Torres Galvez,MATILDE OCH CACAO,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,1,1,0
16-01-8331-46,16-031,ALTA VERAPAZ,COBAN,liceo preuniversitario del norte,liceo,3a. avenida 8-32 barrio la libertad zona 10,79417346,sin telefono,Mercedes Josefina Torres Galvez,ZOILA IMENA LÓPEZ RODAS,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-01-8335-46,16-031,ALTA VERAPAZ,COBAN,colegio de informatica ceninfav,colegio,12 av. 2-12 zona 1,79545566,sin telefono,Mercedes Josefina Torres Galvez,MARIA MAGDALENA BOL CU,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,1,1,0
16-01-8813-46,25-000,ALTA VERAPAZ,COBAN,instituto guatemalteco de educacion radiofonica (iger),instituto,sin direccion,sin telefono,sin telefono,Sonia Haydee Reyes Monterroso,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,ALTA VERAPAZ,1,1,1,0,0
16-01-9067-46,16-005,ALTA VERAPAZ,COBAN,escuela normal de educacion fisica,escuela,calzada rabin ajau zona 11,79523686,sin telefono,Rudy Adolfo Tot Och,BERTA MARIA MENDEZ RODRIGUEZ,DIVERSIFICADO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,0,1,0,1,0
16-01-9095-46,16-031,ALTA VERAPAZ,COBAN,colegio privado mixto tecnologico en informatica,colegio,2a. calle 12-23 zona 4,79511459,sin telefono,Mercedes Josefina Torres Galvez,DANIEL BERNARDO RAMIREZ GONZÁLEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-01-9102-46,16-031,ALTA VERAPAZ,COBAN,colegio mixto evangelico nazareno,colegio,6a. calle 8-10 zona 10 cerrito el caracol coban,79511866,sin telefono,Mercedes Josefina Torres Galvez,ANA MARIA YAT COY,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,1,1,0
16-01-9260-46,16-005,ALTA VERAPAZ,COBAN,escuela de formacion agricola,escuela,finca san jose la colonia,52191386,sin telefono,Rudy Adolfo Tot Och,,DIVERSIFICADO,OFICIAL,RURAL,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,1,1,0,1,0
16-01-9544-46,16-031,ALTA VERAPAZ,COBAN,colegio bilingue de infantes,colegio,3a. calle 7-07 zona 3,33836377,sin telefono,Mercedes Josefina Torres Galvez,NANCY JOHANA HENGSTENBERG DELGADO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,1,1,0
16-01-9851-46,16-031,ALTA VERAPAZ,COBAN,colegio de informatica ceninfav,colegio,12av. 2-12 zona 1,79521765,sin telefono,Mercedes Josefina Torres Galvez,HÉCTOR VIDAL BOL CÚ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-01-9897-46,16-031,ALTA VERAPAZ,COBAN,colegio particular mixto verapaz,colegio,km.209.5 entrada a coban,77367402,sin telefono,Mercedes Josefina Torres Galvez,JORGE EDY GUTIERREZ PONCE,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-01-9956-46,16-031,ALTA VERAPAZ,COBAN,liceo preuniversitario del norte,liceo,2a. calle 4-61 zona 4,79514754,sin telefono,Mercedes Josefina Torres Galvez,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,4,1,0
16-01-9958-46,16-031,ALTA VERAPAZ,COBAN,liceo dr. ricardo bressani,liceo,1a. avenida 5-52 zona 2,79521920,sin telefono,Mercedes Josefina Torres Galvez,BELSY CLARIBEL SANTISTEBAN ARCHILA,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,0,1,0,1,0
16-01-9991-46,16-031,ALTA VERAPAZ,COBAN,asociacion de maestros de educacion rural de guatemala (amerg),otro,6ta. avenida 1-27 zona 4,79520175,sin telefono,Mercedes Josefina Torres Galvez,,DIVERSIFICADO,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,0,0,2,0
16-02-0013-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,instituto nacional de educacion diversificada,instituto,barrio santa elena,57767683,sin telefono,Efrain Caal Cuc,ERIK ROBERTO CÚ POP,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-02-0020-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,liceo santa cruz,liceo,"calle 3 de mayo 2-67 zona 2, barrio santo tomas",50161328,sin telefono,Efrain Caal Cuc,AUGUSTO ALEXANDER RAX RODRÍGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-02-0053-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,colegio futuro amanecer,colegio,"calle 3 de mayo 2-70, zona 1",59984909,sin telefono,Efrain Caal Cuc,BLANCA FLORIDALMA QUEJ CHIQUIN,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ALTA VERAPAZ,1,1,3,3,0
16-02-0055-46,16-006,ALTA VERAPAZ,SANTA CRUZ VERAPAZ,liceo santa cruz,liceo,"calle 3 de mayo 2-67, barrio santo tomas",42035694,sin telefono,Efrain Caal Cuc,AUGUSTO ALEXANDER RAX RODRÍGUEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ALTA VERAPAZ,0,1,3,3,0
16-03-0036-46,16-053,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto nacional de educacion diversificada,instituto,barrio chiyuc,sin telefono,sin telefono,Roberto De Jesus Lopez Alvarez,EDY ROLANDO JOM COY,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-03-0047-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo san cristobal,liceo,"5a. calle 4-18 zona 1, barrio santa ana, san cristobal verapaz",79504134,sin telefono,Olga Marina Buc,DANILO  COC POP,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-03-0056-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto tecnologico vocacional marco tulio de la cruz morales,instituto,"2a. calle zona 4, barrio san felipe",79504929,sin telefono,Olga Marina Buc,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-03-0076-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,colegio,3a. calle 0-43 zona 3 barrio san sebastian,44848051,sin telefono,Olga Marina Buc,CARLOS SALVATIERRA SANTOS,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,1,1,0
16-03-0077-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,colegio,3a. calle 0-43 zona 3 barrio san sebastian,32386711,sin telefono,Olga Marina Buc,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-03-0082-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,colegio,"3a. calle 0-43 zona 3, barrio san sebastian",59070869,sin telefono,Olga Marina Buc,MARCO AUGUSTO JOM CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,1,1,0
16-03-0083-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,colegio,"3a. calle 0-43 zona 3, barrio san sebastian",59070869,sin telefono,Olga Marina Buc,MARCO AUGUSTO JOM CAAL,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,4,1,0
16-03-0087-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto nacional de educacion diversificada con orientacion en artes y oficios,instituto,caserio pantocan,55288589,sin telefono,Olga Marina Buc,JOEL DAVID LEM SURÁM,DIVERSIFICADO,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,0,1,1,0
16-03-0088-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,liceo,"2a. calle, 2a. avenida zona 3, barrio san sebastian",45160662,sin telefono,Olga Marina Buc,MARCO TULIO DE LA CRUZ MORALES,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,1,1,0,2,0
16-03-0092-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr. carlos aldana mendoza,liceo,"4a. avenida, entre o y 1 calle zona 4, barrio san felipe",31479184,sin telefono,Olga Marina Buc,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-03-0093-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto tecnologico vocacional marco tulio de la cruz morales,instituto,"2a. calle 4-45 zona 4, barrio san felipe",79504929,sin telefono,Olga Marina Buc,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-03-0095-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto la pupila del cielo,colegio,"4a. calle a 2-17, enclavado zona 2, colonia pana",33801345,sin telefono,Olga Marina Buc,MARIO RENE CAL SUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,4,1,0
16-03-0097-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,colegio,3a. calle 0-43 zona 3 barrio san sebastian,77923223,sin telefono,Olga Marina Buc,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-03-0104-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr. carlos aldana mendoza,liceo,"4a. avenida, entre o y 1 calle zona 4, barrio san felipe",79504090,sin telefono,Olga Marina Buc,DELMY DAMARIZ CHOC LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,0,1,1,2,0
16-03-0105-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr. carlos aldana mendoza,liceo,"4a. avenida, entre o y 1 calle zona 4, barrio san felipe",79504090,sin telefono,Olga Marina Buc,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
16-03-0106-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr. carlos aldana mendoza,liceo,"4a. avenida, entre o y 1 calle zona 4, barrio san felipe",79504090,sin telefono,Olga Marina Buc,JUAN GABRIEL CAL SURÁM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,0,1,0,1,0
16-03-0108-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,colegio,"3a. calle 0-43 zona 3, barrio san sebastian",77923223,sin telefono,Olga Marina Buc,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,FIN DE SEMANA,ALTA VERAPAZ,1,1,1,2,0
16-03-0109-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,colegio,"3a. calle 0-43 zona 3, barrio san sebastian",77923223,sin telefono,Olga Marina Buc,MYNOR WALTER JOM COY,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),ALTA VERAPAZ,1,1,2,1,0
16-03-0110-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,liceo,"2a. calle, 2a. avenida zona 3, barrio san sebastian",79504337,sin telefono,Olga Marina Buc,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,DIARIO(REGULAR),ALTA VERAPAZ,0,1,0,1,0
16-03-0139-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto tecnologico vocacional marco tulio de la cruz morales,instituto,"2a. calle 4-45 zona 4, barrio san felipe",79504929,sin telefono,Olga Marina Buc,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ALTA VERAPAZ,0,1,3,3,0
16-03-0158-46,16-050,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,centro de educacion extraescolar ceex,centro educativo,colonia pantocan,46280307,sin telefono,Maximiliano Chub Ical,SARA FLORIDALMA CÚ TIUL,DIVERSIFICADO,PRIVADO,RURAL,ABIERTA,BILINGUE,DOBLE,SEMIPRESENCIAL,ALTA VERAPAZ,0,0,0,3,0
16-03-0243-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto ciencias tecnologicas,colegio,"3a. calle 0-43 zona 3, barrio san sebastian",41705134,sin telefono,Olga Marina Buc,MASSENA OSWALDO SAGASTUME PORTOCARRERO,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ALTA VERAPAZ,0,1,3,3,0
16-03-0245-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo de ciencias aplicadas dr. carlos aldana mendoza,liceo,"4a. avenida, entre 0 y 1 calle zona 4, barrio san felipe",31479184,sin telefono,Olga Marina Buc,DELMY DAMARIZ CHOC LÓPEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ALTA VERAPAZ,0,1,3,3,0
16-03-0247-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,liceo galileo galilei,liceo,"2a. calle 2a. avenida zona 3, barrio san sebastian",45160622,sin telefono,Olga Marina Buc,MARIA ANGELICA GOMEZ CHAVEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ALTA VERAPAZ,0,1,3,3,0
16-03-0259-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,instituto tecnologico vocacional marco tulio de la cruz morales,instituto,"2a. calle 4-45 zona 4, barrio san felipe",79504929,sin telefono,Olga Marina Buc,RIGOBERTO HIGINIO SURAM JOM,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),ALTA VERAPAZ,0,1,1,1,0
16-03-0262-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto la pupila del cielo,colegio,"4a. calle a 2-17, enclavado zona 2, colonia pana",33801345,sin telefono,Olga Marina Buc,MARIO RENE CAL SUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL,ALTA VERAPAZ,0,1,3,3,0
16-03-0263-46,16-008,ALTA VERAPAZ,SAN CRISTOBAL VERAPAZ,colegio mixto la pupila del cielo,colegio,"4a. calle a 2-17, enclavado zona 2, colonia pana",33801345,sin telefono,Olga Marina Buc,MARIO RENE CAL SUN,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,DOBLE,FIN DE SEMANA,ALTA VERAPAZ,0,1,0,2,0
